annotation_id,pair_id,turn_a,turn_b,resonance_present,binary_label,label_reproduction,label_parallelism,label_selective_reuse,label_repair,label_contrast,label_analogy_candidate,evidence_span_a,evidence_span_b,source,dataset_name,sample_stratum,conversation_group_key,normalized_pair_hash
F300V1-0155,2696054,发言人刚刚发布了加拿大外长即将访华的消息，王毅外长将与加拿大外长讨论哪些方面的话题？能否分享更多消息？,乔利外长访华期间，双方将就中加关系和共同关心的问题深入沟通，推动两国关系改善和发展。 相关附件,yes,1,1,0,1,0,0,0,加拿大外长 ||| 哪些方面的话题,乔利外长访华期间 ||| 中加关系和共同关心的问题,访谈语料,mfa_press,hard_negative_or_boundary,mfa_press::entry:118991,7410b65385b244205a29f59c37df175e3108a2b492d2a9de60f8a893aae62b1e
F300V1-0276,2733922,尊者赐之，曰‘其所取之者，义乎，不义乎’，而后受之，以是为不恭，故弗却也,请无以辞却之，以心却之，曰‘其取诸民之不义也’，而以他辞无受，不可乎？,yes,1,1,0,1,1,1,0,不义 ||| 受之,不义也 ||| 无受,文本对话,孟子,analogy_or_parallel_candidate,孟子::entry:146459,cfe379b015ed1436a1a977e99a40d6b844371959a0def8eb2ad119d5f86f2a6d
F300V1-0246,3066973,你永远不会好,"我试着尽可能好,我可以。",yes,1,1,0,1,0,1,0,不会好,尽可能好,日常对话,chatterbot,potential_false_negative,chatterbot::entry:93,abe7c2538195c63b851dc3da4a8928e2f90311d8af08fa8cbc4b8c00ba0c9191
F300V1-0269,2724646,秦将白起也。,莫非坑赵卒四十万乎？,yes,1,0,0,1,0,0,0,秦将白起,坑赵卒四十万,文本对话,清平山堂话本,potential_false_negative,清平山堂话本::entry:137847,cf27610df88571f6e51a5c55e261c371cca5b8397ebb625f239c62ed9147792e
F300V1-0015,2695098,我们关注到有报道表示，日前，韩国法院判决日本企业向二战期间强征劳工受害者支付赔偿，遭到日本政府抗议。日本外相在G20外长会期间就此向韩外长表达了强烈的遗憾。有媒体评论称，近两年韩日关系虽然得到改善，但日方对历史问题的不当态度丝毫没有改变，反而愈发傲慢。请问中方对此有何评论？,强征和奴役劳工是日本军国主义在对外侵略和殖民统治期间对包括中国、韩国等在内的亚洲国家人民犯下的严重人道主义罪行。这一历史事实铁证如山，不容否认和篡改。中方始终要求日本政府以诚实和负责任的态度妥善处理历史遗留问题。日方应当正视和深刻反省历史，以实际行动体现对历史罪行的忏悔和对受害者的尊重，并以正确史观教育下一代。只有这样，日本才能真正取信于亚洲邻国和国际社会。,yes,1,1,0,1,0,0,0,历史问题 ||| 有何评论,历史事实 ||| 历史遗留问题,访谈语料,mfa_press,rule_positive,mfa_press::entry:118220,3f7aa8bcd953429653d261b163e8b43f2e8f960a1814bcf4a5b4c0ddd734f035
F300V1-0083,2723392,"想出去旅行,可是没钱,给点路费",没钱就去赚,yes,1,1,0,1,0,0,0,没钱,没钱就去赚,日常对话,青云语料,rule_positive,青云语料::entry:137,3feb8c7669689a3d4efb3ca8ba6f676a5ccb0d85a7d5d2383aaa0ee88de903a5
F300V1-0285,2735911,鉴方臣，如有功夫。,周顗比臣，有国士门风。,yes,1,0,1,1,0,0,0,臣,比臣,文本对话,世说新语,analogy_or_parallel_candidate,世说新语::entry:147267,3fe3bbc52ef499a1ce585a980224aa1a578bab083f4f59879dec10e13714e289
F300V1-0268,2734137,有之。诔曰：祷尔于上下神祗,丘之祷久矣,yes,1,1,0,1,0,0,0,祷,丘之祷久矣,文本对话,论语,potential_false_negative,论语::entry:146672,9f87d9f9c1591fc89de2458c3bd153fe0ad161499adf35579adb90fcf9fa0893
F300V1-0163,2751288,我买股票了,你觉得股市要走红了吗？,yes,1,1,0,1,0,0,0,买股票,股市要走红了吗,日常对话,chatterbot-1k,hard_negative_or_boundary,chatterbot-1k::entry:20110,14a8e23ada69a16a2d48de088cd89f5e458c16f3071962ac1eaa6fa44079e1f7
F300V1-0049,2677616,爸爸，您留几句回家说吧，这是人家周公馆！,咦，周公馆也挡不住我跟我女儿谈家务啊！我跟你说，你的妈……,yes,1,1,0,1,0,1,0,周公馆 ||| 回家说,周公馆 ||| 家务,文本对话,雷雨,rule_positive,雷雨::entry:105822,4f9ed826e2d1d4fc7e4a3aef0e3745b193b1c148d799384a0d248fdb1ace4324
F300V1-0168,2688208,来自有地，去自有方。,老道从何处修来，在此结庐？此庙何名？庙中共有几人？或欲真修，岂无名山；或欲结缘，何不通衢？,yes,1,1,0,1,0,0,0,来自有地，去自有方,从何处修来,文本对话,红楼梦,hard_negative_or_boundary,红楼梦::entry:112904,4a27a51250bf496f2320c086f9c9a7daa09bf849da23f095fd93dc54f1c58cb2
F300V1-0079,2736338,遂使神州陆沈，百年丘墟，王夷甫诸人，不得不任其责！,运自有废兴，岂必诸人之过？,yes,1,1,0,1,0,1,0,诸人 ||| 不得不任其责,诸人之过,文本对话,世说新语,rule_positive,世说新语::entry:147569,dca95038931d3a69f5c5706979bdee03aa05af05c5a9fe9c5cfa7e0da22f6498
F300V1-0030,2680659,前娘娘所制，俱已猜着，惟二小姐与三爷猜的不是。小姐们作的也都猜了，不知是否。,三爷说的这个不通，娘娘也没猜，叫我带回问三爷是个什么。,yes,1,1,0,1,1,0,0,三爷猜的不是 ||| 不知是否,三爷说的这个不通 ||| 娘娘也没猜,文本对话,红楼梦,rule_positive,红楼梦::entry:107139,e76e3355f06a5fb2467b5a18f7f1e9b55b880a40b016fa0396d617232e37a5c5
F300V1-0189,2724474,你在那以住？家中有甚人管顾你？你眼见也不见？,老拙无个男只女，在百厮求院子里住。两目青盲，略见些儿，每日出来看经吃化。自四十岁无了丈夫，五十岁坏了眼，平日只爱看经。到今看五十余年经了，因此背诵如水。,yes,1,0,1,1,0,0,0,那以住 ||| 有甚人管顾你 ||| 眼见也不见,在百厮求院子里住 ||| 无个男只女 ||| 两目青盲,文本对话,清平山堂话本,hard_negative_or_boundary,清平山堂话本::entry:137734,d39bff6084df4d17f6f2b91baa46cf2f84da054c0a518bb65d9eec79d485de1a
F300V1-0058,2764194,我撒了谎一切都是谎言,那好Barnes先生你撒了谎,yes,1,1,0,1,0,0,0,撒了谎,撒了谎,影视对白,subtitle-useless,rule_positive,subtitle-useless::entry:24996,58364ad2c92308a6dea6c790be4cec58f95f6281f938a304bed78316750f6518
F300V1-0080,2734254,子见夫子乎？,四体不勤，五谷不分，孰为夫子？,yes,1,1,0,1,0,1,0,夫子,夫子,文本对话,论语,rule_positive,论语::entry:146793,70d07f9fcc6758d346bf619d80c2371b26115ee1cb9a12206e011045c1f6f2e9
F300V1-0295,2867169,楼主也没黑c兰吧 充其量就是阅历不足而已 不像娜吧直接跟你们吹49场不败,a妹出现,no,0,0,0,0,0,0,0,,,网络回帖,tieba-305w,analogy_or_parallel_candidate,tieba-305w::entry:4992,7cd11ac77ac77e965d687d439fd5eeccf62c01508d1a585cb9d63634289cecc6
F300V1-0095,2692964,婶娘那时怎样疼我了，如今就忘在九霄云外了。,嗳呀，你是死了的人哪，怎么跑到这里来了呢！,no,0,0,0,0,0,0,0,,,文本对话,红楼梦,rule_negative_random,红楼梦::entry:116501,f6b8c3d10008a180abb6f75505d3adc5220dd3d6140e683fd66dde681459affd
F300V1-0172,2723479,【父、妪】：客冲雪寒甚，请前就火。,【澄】：西去县尚远，乞宿于此。,no,0,0,0,0,0,0,0,,,文本对话,唐传奇,hard_negative_or_boundary,唐传奇::entry:137056,3d6006d51bcdf4d86e10da46e95456237501e3f1088f3116aa7c0c892556f7fd
F300V1-0070,2694182,我的问题是，新一轮大规模更新设备和消费品以旧换新开展以来，交通运输行业开展了哪些工作？取得了怎样的进展？谢谢。,请规划司的金敬东先生介绍一下情况。,no,0,0,0,0,0,0,0,,,访谈语料,china_live,rule_positive,china_live::entry:117460,44cdb08bb0ef0720ad2a307de9124aace8c06464b53c4ca1dde8f79fc272bd57
F300V1-0197,2723994,姓王。,张老令取钱一千万，持此帽为信。,no,0,0,0,0,0,0,0,,,文本对话,唐传奇,hard_negative_or_boundary,唐传奇::entry:137408,8671c002aa68d5ceef53a7927c2ef17fc33b8cc663edd282672746ba48cbfc30
F300V1-0125,2702045,哎呦，旺财,撒比么么哒,no,0,0,0,0,0,0,0,,,网络回帖,tieba-305w,rule_negative_random,tieba-305w::entry:12309,116bd5b49a274042e9625b11f7051c3d1d1c43f94ee59a446a90fc4ac6a7eeb4
F300V1-0267,2683937,我一肚子气，没人煞性子，正要拿他奶奶出气去，偏他碰了来，说了这些话，叫我也没了主意了。,环爷和兰哥儿家学里这一年的银子，是做那一项用的？,no,0,0,0,0,0,0,0,,,文本对话,红楼梦,potential_false_negative,红楼梦::entry:109648,15a7bbdf770b1f710f7a7e398e7b26dbd146e80b7a5c86e1a5c2d8c5a28f08b4
F300V1-0152,2996313,还是上次那种会重复的,哦好的那没事的,no,0,0,0,0,0,0,0,,,日常对话,douban-multiturn-100w,hard_negative_or_boundary,douban-multiturn-100w::entry:78494,c80908c0b3e3fe9a1f1620fac7fb36db7ac432ab3642dfda4df0fe3649fbafb1
F300V1-0240,2888064,具体参见url n251623384shtml,果断试啊酒酿蛋真心不好喝坚持不下去,no,0,0,0,0,0,0,0,,,日常对话,douban-multiturn-100w,potential_false_negative,douban-multiturn-100w::entry:54690,284077a2871728833612308b6c10347e12b9011421d9603aa06038e9aaf0067a
F300V1-0126,2735831,令术劝酒,德非孔子，厄同匡人。虽阳和布气，鹰化为鸠，至于识者，犹憎其眼。,no,0,0,0,0,0,0,0,,,文本对话,世说新语,rule_negative_random,世说新语::entry:147205,09099c70a3858e69d741cfe0ada09fb5379859ed9aba0d0aefaa57b5a16e57bb
F300V1-0134,2964351,是啊,我能帮你什么吗?,no,0,0,0,0,0,0,0,,,日常对话,chatterbot,rule_negative_random,chatterbot::entry:72,a95ce534429079507586f541d9207ee6cd2c03b4f69c0eee8032e0182f3c2ad5
F300V1-0108,2695183,我不掌握你说的具体情况，请向主管部门了解。中伊关系友好，双方在国际法框架内开展正常合作，符合两国人民的共同利益。,据一些西方媒体报道，17日，古巴圣地亚哥发生游行示威，一些民众就食品、能源短缺表达抗议。中方对此有何评论？,no,0,0,0,0,0,0,0,,,访谈语料,mfa_press,rule_negative_random,mfa_press::entry:118291,81b0048e158142f8024cc5b0a0c0c91ed682604de5e29873b28cc171fdc5394c
F300V1-0090,2811086,谁把你教这么坏的,问世间情为何物，只教人生死相随,no,0,0,0,0,0,0,0,,,日常对话,qingyun-11w,rule_positive,qingyun-11w::entry:3673,16d7ce71de3999864dba7e562bebc491ae7c966ecb22fdc03ef30159df3e60c3
F300V1-0035,2694005,当今世界正在发生前所未有的大变局，战争形态正在加速向信息化战争演变，世界各主要国家都在加速推进军事转型，加速推进军事力量的结构重塑，谋求战略竞争和博弈占领主动地位和优势地位。 我国现在正处于什么阶段呢？就是国家正处在由大向强的关键阶段，必须深化军队改革，这样我们这支军队才能担负起为实现中华民族伟大复兴的中国梦提供力量支撑的历史使命。所以，这次军改是新中国成立后规模最大、最彻底的一次改革，建国后我们进行了十几次体制编制的调整和改革，这次是最彻底的，是一次整体性、革命性的变革，我们说是真正的脱胎换骨。,可以说意义深远。,no,0,0,0,0,0,0,0,,,访谈语料,china_interview,rule_positive,china_interview::entry:117305,e76e874115209ce60dbe3315610407d869bb14c8be21c72d942a560fa895b884
F300V1-0011,2734742,委实没许多好银子，敢则到的九十两，那零的二十八两，与你青丝如何？,客人看，这偌多交易，要甚麽争竞？,no,0,0,0,0,0,0,0,,,文本对话,老乞大,rule_positive,老乞大::entry:146846,9bb66a87af0ff02145f775a62886530e1b6aea9c4dc83d18053886f54eb57cd8
F300V1-0294,2694223,为什么一些外媒会认为“台湾是全球最危险地区”？就是因为民进党当局顽固坚持“台独”分裂立场，拒不承认体现一个中国原则的“九二共识”，勾连外部势力不断谋“独”挑衅，升高两岸对立对抗，破坏台海和平稳定。他们所谓的“布局全球”，不过是通过出卖台湾同胞利益福祉、拱手奉送岛内优势产业、技术和人才，换取外部势力欢心。他们所谓的“发展契机”，不过是置台湾民众的安全福祉于不顾，为贪得无厌的“台独”利益集团食利自肥制造借口。赖清德这些言论，更加暴露了其为“倚外谋独”混淆是非、颠倒黑白的卑劣本质。,第一个问题，关于“国共两党智库论坛”，请问会否涉及两党党主席会面安排，能否介绍大陆方面的出席层级？第二个问题，请问近期大陆方面军方高层人事动荡会否影响两岸关系发展？,no,0,0,0,0,0,0,0,,,访谈语料,china_live,analogy_or_parallel_candidate,china_live::entry:117498,3039fef74882e1a02f34b93c59ecb724081027486f0229c0f7614ef6ed5a2b85
F300V1-0101,2754133,这种判点球的在英超已经越来越多了 不过看裁判不同吧,恩是我想错了 鸟说的那球肯定不会给,no,0,0,0,0,0,0,0,,,网络回帖,tieba-305w,rule_negative_random,tieba-305w::entry:22670,069751635f109508f5440df0bbd290a104cc7a1abc745e422d9479244eb4508a
F300V1-0176,2791322,7天以上是20元一天,那么是几个人一起住呢,no,0,0,0,0,0,0,0,,,日常对话,douban-multiturn-100w,hard_negative_or_boundary,douban-multiturn-100w::entry:31801,68157dd66effcc31214e38953bd96415e05fbb594661082307ae985686aac9b8
F300V1-0132,2696837,乌克兰危机“和平之友”小组成立的目的就是停火止战、劝和促谈，为争取和平营造氛围、积累条件。小组成立以来为政治解决危机发挥了建设性作用，未来也将继续为此作出积极努力。,据了解，中方已经同意恢复中国公民赴加拿大团队游。发言人对此有何评论？,no,0,0,0,0,0,0,0,,,访谈语料,mfa_press,rule_negative_random,mfa_press::entry:119622,b472924a01c25873d71219cb859ceec33558463f3bdff70904ee4d220438caa3
F300V1-0201,2713474,你能开大声点吗，霍夫曼先生,为了保全人类文明我们必须做出困难的抉择,no,0,0,0,0,0,0,0,,,影视对白,subtitle-useless,hard_negative_or_boundary,subtitle-useless::entry:1305,fc9d88ebad30cb73f172398163bb5b0f11119b605985d0174da8f1e5c1137f86
F300V1-0264,2694721,中方谴责针对外交机构的袭击行为，呼吁按照《维也纳外交关系公约》规定确保外交馆舍安全。,在新一轮巴以冲突爆发一年之际，美国财政部7日以为哈马斯提供资助为由，对第三国的个人和实体实施制裁。我们还注意到，9月底美国再次对以色列提供了87亿美元军事援助。请问发言人对此有何评论？,no,0,0,0,0,0,0,0,,,访谈语料,mfa_press,potential_false_negative,mfa_press::entry:117908,de6743135861fb78ee812b8e7f40c8ad36918fde830cadec10927e4bd4700c95
F300V1-0071,2724417,官人何来？,万望长老慈悲，指点陈辛寻得孺人回乡，不忘重恩。,no,0,0,0,0,0,0,0,,,文本对话,清平山堂话本,rule_positive,清平山堂话本::entry:137695,5d26b833a74db6ca34541d4738621d96d11736480d420dbcfad5bfa31bb97f34
F300V1-0121,3055346,哇…好快…甘祝你地幸福,等等哈，正吃着切糕呢,no,0,0,0,0,0,0,0,,,日常对话,qingyun-11w,rule_negative_random,qingyun-11w::entry:9038,715f2bd523c54a69dc111768f340eda9bb36e335a583301c708ba54f1c89b67e
F300V1-0242,2694637,应俄罗斯联邦总统普京邀请，习近平主席于10月22日至24日赴俄罗斯喀山出席金砖国家领导人第十六次会晤，届时中俄元首将有交流会晤的机会，就双边关系及国际、地区问题深入交换意见。,近期法国欧洲新闻电视台、美国《旅行和旅游世界》、新加坡《联合早报》等媒体评论称，近年来中国采取一系列免签政策，实行数字支付协助服务、健全双语设施和快捷交通系统等便利措施，极大方便了外国游客的中国行，外国游客也纷纷涌向中国。发言人对此有何评论？,no,0,0,0,0,0,0,0,,,访谈语料,mfa_press,potential_false_negative,mfa_press::entry:117840,0cc759f0fc519415e57687c91a1b89921939de5e57081dcd82f71209312dd4cb
F300V1-0093,2751831,坏哇,你说的什么哦？换种说法行不,no,0,0,0,0,0,0,0,,,日常对话,青云语料,rule_negative_random,青云语料::entry:206,ac906259c70d0634811030d95f1d0a1e2d719297de877746337598be2e82698d
F300V1-0064,3092790,是不是本命年的命运都不好,是的,no,0,0,0,0,0,0,0,,,日常对话,qingyun-11w,rule_positive,qingyun-11w::entry:9875,ec9dfbb5cd36589eb01019270378f0bef7995fb561d4f98dcf79f930f0212966
F300V1-0130,2756376,没人责备你,诽谤不会成为阻碍,no,0,0,0,0,0,0,0,,,影视对白,subtitle-useless,rule_negative_random,subtitle-useless::entry:23679,db2d21e6b24a04ad4e75afffccbfa467612b213680990a2e699084d298fd35be
F300V1-0086,2722636,呕，你是拿命换出来的这些牲口！,这幺着吧，伙计，我给三十五块钱吧；我要说这不是个便宜，我是小狗子；我要是能再多拿一块，也是个小狗子！我六十多了；哼，还教我说什幺好呢！,no,0,0,0,0,0,0,0,,,文本对话,骆驼祥子,rule_positive,骆驼祥子::entry:136495,f3e217fc0c2eb4cdd54ba023ee0089dbec566d871eb04ef324737780c7b3010d
F300V1-0140,2718040,快进窑里来坐！,这几年徐老过生日，不都是你亲自上手炒菜吗？今年怎不再露一手呢？,no,0,0,0,0,0,0,0,,,文本对话,平凡的世界,rule_negative_random,平凡的世界::entry:133495,268e54406e72823ae6747971188a1ec8d666468de6ddd4568c16a8f86e1a3fec
F300V1-0004,2691301,怕什么，你们只管说罢，重名重姓的多呢。,怪道叫作《凤求鸾》。不用说，我猜着了，自然是这王熙凤要求这雏鸾小姐为妻。,no,0,0,0,0,0,0,0,,,文本对话,红楼梦,rule_positive,红楼梦::entry:115236,e6ef390289912b48996c83a287476b8c6f279b4f6ac8203c2862678b3fb7546b
F300V1-0179,2695234,我想就中方近期扩大对欧洲国家免签范围提问。一些欧洲国家获得了免签入境中国资格，有些却没有。一些外交和商界人士对获得免签入境中国的资格标准有些困惑。你能否说明中方免签政策的标准是什么，并帮助我们理解荷兰和丹麦，匈牙利和瑞典之间有何不同？,中方对扩大中外人员往来一贯持开放态度，愿与有关国家加强沟通，进一步提升双边人员往来便利化水平。,no,0,0,0,0,0,0,0,,,访谈语料,mfa_press,hard_negative_or_boundary,mfa_press::entry:118329,5a7e113894c1cac252d3d41c0b01db44e87e98d907757a26ce5ed3f2e5e5190e
F300V1-0258,2752506,搞得自己是亚洲人大代表一样 下月开会 通知这老哥没有,这两个国家，把扩张主义当成国策的叫做日本，把恐怖主义当成国策的叫做阿富汗？,no,0,0,0,0,0,0,0,,,网络回帖,tieba-305w,potential_false_negative,tieba-305w::entry:21206,ff19c67a13c5450b2f81207de36324e1a62e85668fad429283386cdfd7998df2
F300V1-0062,2972719,我不用电话啊我不说豆油联系吗我长得高大肥硕你应该凭直觉就认得我啊还是缘分浅啊以后有缘再见,啊那好吧,no,0,0,0,0,0,0,0,,,日常对话,douban-multiturn-100w,rule_positive,douban-multiturn-100w::entry:73805,78c6bb62202d910d65104aa3a382e707a576b4fd03ab4e39255825e278a0b4df
F300V1-0158,2720818,今天晚上，你把金波也叫上，我在学校门口等你们。,那好吧！你要不要去一下我住的地方？,no,0,0,0,0,0,0,0,,,文本对话,平凡的世界,hard_negative_or_boundary,平凡的世界::entry:135316,72a313c33e48e6cdca0e81a1f006597d515ec93348a1d74a40884f16bf0e0fea
F300V1-0248,2724637,【母】：巨卿何人也？,张劭备述详细。,no,0,0,0,0,0,0,0,,,文本对话,清平山堂话本,potential_false_negative,清平山堂话本::entry:137840,e351cf250abd8c465dbe84527c687fd7ab51edde416e80e90818478efab03c5c
F300V1-0193,2692756,不是好些。,这些事都是太太亲眼见的。独是夏天的话我从没敢和别人说。,no,0,0,0,0,0,0,0,,,文本对话,红楼梦,hard_negative_or_boundary,红楼梦::entry:116348,324dd4ac1bc58ded041b4f759a0e6806ec4e795fd0239b22e9172268ee49ec4a
F300V1-0146,2723063,放心吧，赁给丁四拉着呢！,啊！,no,0,0,0,0,0,0,0,,,文本对话,骆驼祥子,rule_negative_random,骆驼祥子::entry:136773,102bce8e506c356c77653d534f61a04d2eb98a1c352652482aa25d6ccff8fe48
F300V1-0099,2693890,感谢孙主任为我们天然林的保护带来如此详尽的解读。也感谢各位网友收看！下期再会！ 2017-05-10 17:11:59,谢谢大家！ （责编/文字：韩琳；,yes,1,1,0,1,0,0,0,感谢,谢谢大家,访谈语料,china_interview,rule_negative_random,china_interview::entry:117208,0142c4b80e318d32eb687de98c364581b303e70027b335c538ad518426e09f4a
F300V1-0123,2693891,谢谢大家！ （责编/文字：韩琳；,佟静；,no,0,0,0,0,0,0,0,,,访谈语料,china_interview,rule_negative_random,china_interview::entry:117208,18e1b24c7d3e6f870cc802dabc6da2d2adab5900c8130d0db733ebef06910911
F300V1-0043,2651422,你一旦告诉我它是兔子,我就没法吃了,yes,1,0,1,1,0,0,0,一旦告诉我它是兔子,我就没法吃了,多模态语料,local-audio-demo,rule_positive,local-audio-demo::demo1,85d0ba04d0949a7f9bb1d73e567fe1f89b93c47f745815a963628c681f5e71b0
F300V1-0094,2651443,但是因为吃的比较多吧,而且它有皮毛,no,0,0,0,0,0,0,0,,,多模态语料,local-audio-demo,rule_negative_random,local-audio-demo::demo1,71d8f81bf97621582ea0677f6800e3fc592d535783ce1d05f397e1f505676180
F300V1-0253,2735118,我赶着一百疋马，大前日来了。,马们都好将来也麽？,yes,1,1,0,1,0,0,0,一百疋马,马们,文本对话,朴通事,potential_false_negative,朴通事::entry:146897,2785a521f102170d0228fb729e236e5a5d2378358d9d3b72cd9b6a3ba568c195
F300V1-0278,2735114,你说我地面里的田禾如何？今年那里庆尚、全罗、黄海、忠清、江原各道里，十分好田禾。谢天地，只愿的好收着。,听的今年水贼广，是那不是？,no,0,0,0,0,0,0,0,,,文本对话,朴通事,analogy_or_parallel_candidate,朴通事::entry:146897,5e86da1d06f74b68a7af81e9210802b6f5371eb362212778edb70fc99607b272
