annotation_id,pair_id,source,dataset_name,speaker_a,turn_a,speaker_b,turn_b,resonance_present,label_reproduction,label_parallelism,label_selective_reuse,label_repair,label_contrast,label_analogy_candidate,evidence_span_a,evidence_span_b,annotator_note,uncertainty_reason,gold_candidate_status,top30_review_applied,reviewer_confidence,final_decision_note,previous_resonance_present,previous_label_reproduction,previous_label_parallelism,previous_label_selective_reuse,previous_label_repair,previous_label_contrast,previous_label_analogy_candidate,previous_evidence_span_a,previous_evidence_span_b,gold_candidate_v2_status,round2_review_applied,round2_reviewer_confidence,round2_final_decision_note,round2_previous_resonance_present,round2_previous_label_reproduction,round2_previous_label_parallelism,round2_previous_label_selective_reuse,round2_previous_label_repair,round2_previous_label_contrast,round2_previous_label_analogy_candidate,round2_previous_evidence_span_a,round2_previous_evidence_span_b,gold_candidate_v3_status,final_sanity_review_applied,final_sanity_reviewer_confidence,final_sanity_final_decision_note,final_sanity_previous_resonance_present,final_sanity_previous_label_reproduction,final_sanity_previous_label_parallelism,final_sanity_previous_label_selective_reuse,final_sanity_previous_label_repair,final_sanity_previous_label_contrast,final_sanity_previous_label_analogy_candidate,final_sanity_previous_evidence_span_a,final_sanity_previous_evidence_span_b,final_sanity_inferred_from_user_message,final_sanity_changed_fields,gold_v1_status,gold_v1_freeze_source,gold_v1_frozen_at
F300V1-0085,2723968,文本对话,唐传奇,送书人,某为明府送书，纵书人之意忤明府，使音何罪？,张藏用,适怒匠人，不意误笞君耳。,yes,0,0,1,1,0,0,何罪,误笞君,B针对A追问的“何罪”作解释，说明是误笞而非真正有罪，属于选择性承接和修正。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0086,2722636,文本对话,骆驼祥子,老者,呕，你是拿命换出来的这些牲口！,老者,这幺着吧，伙计，我给三十五块钱吧；我要说这不是个便宜，我是小狗子；我要是能再多拿一块，也是个小狗子！我六十多了；哼，还教我说什幺好呢！,no,0,0,0,0,0,0,,,B转入出价购买，未稳定复现或改造A中“拿命换牲口”的结构资源。,,top30_reviewed,1,medium,B转入出价购买，虽然同处交易情境，但未稳定复现或改造A中“拿命换牲口”的结构资源，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0087,2693913,访谈语料,china_interview,主持人,我们知道杭州借助信息化改善医疗服务也是入选了国务院医改领导小组印发的《深化医药卫生体制改革典型案例》，您认为杭州这些做法有哪一些地方是值得在全国进行推广和借鉴的呢？,滕建荣,落实政府的责任还是首要的。所以，因为政府改革的主要目的就是让人民群众享受到改革带来的便利或者是实惠。所以，从讲政治的角度来说，应该去很好地践行。这是第一个。 第二，从社会效益来讲。因为我们卫生系统本身就是救死扶伤的，我们杭州也提出了一个工作的理念，叫医学有局限，勇于攀登；服务无止境，追求卓越。我们卫生系统本身就是救死扶伤，就必须贴近为人民群众解决实际问题。另外，在当前进一步构建新型的和谐医患关系的过程中间，我们卫生人不能等体制机制都变了，我们才有所作为，我们应该敢于担当，主动作为。,yes,0,0,1,0,0,0,值得在全国进行推广和借鉴,落实政府的责任还是首要的,B以具体做法填入A提出的“哪些值得推广借鉴”开放槽位，属于问答填槽型弱共鸣。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0088,2772635,日常对话,douban-multiturn-100w,甲,亲我想刺激你一下呢佰草集其实只是个杂牌子上货地点也比较杂就算专柜好像也一样,乙,杂牌子能上专柜也很好了,yes,1,0,1,0,1,0,杂牌子 ||| 专柜,杂牌子能上专柜,B复现“杂牌子/专柜”，并在承认前提的基础上反向评价“也很好”。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0089,2734265,文本对话,老乞大,甲,大哥，你从那里来？,乙,我从高丽王京来。,yes,1,1,1,0,0,0,从那里来,从高丽王京来,B保留“从……来”的问答构式，并用“高丽王京”填入地点槽位。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0090,2811086,日常对话,qingyun-11w,问,谁把你教这么坏的,答,问世间情为何物，只教人生死相随,no,0,0,0,0,0,0,,,B以套话式诗句回应，未稳定回答A的“谁教坏你”问题，也无可定位结构映射。,,top30_reviewed,1,high,B以套话式诗句回应，未稳定回答A的“谁教坏你”问题，也无可定位结构映射，保持no。,no,0,0,0,0,0,0,,,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0091,2720099,文本对话,平凡的世界,孙少安,不能分……不能分……,孙玉厚,你这娃娃！咱们现在应该高兴，哭什么哩！不要哭了！分家的事，我和你妈商量过了，一定要分开！咱高高兴兴往开分！分开咱还是一家人嘛！,yes,1,0,1,0,1,0,不能分,一定要分开,B复现“分/分开”，并明确反转A的“不能分”判断。,,top30_reviewed,1,high,B复现“分/分开”，并明确反转A的“不能分”判断，保持yes，标reproduction、selective_reuse和contrast。,yes,1,0,1,0,1,0,不能分,一定要分开 ||| 分开,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0092,2723587,文本对话,唐传奇,韦皋,深忆之。,姜荆宝,即某是也。,yes,0,0,1,0,0,0,深忆之,某,B用“某”填入A所忆之人的指称位置，属于弱选择性承接。,,top30_reviewed,1,medium,B用“某”填入A所忆之人的指称位置，属于弱选择性承接，保持yes但置信度中等。,yes,0,0,1,0,0,0,之,某,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0093,2751831,日常对话,青云语料,问,坏哇,答,你说的什么哦？换种说法行不,no,0,0,0,0,0,0,,,B只是要求A换种说法，未复用A中“坏哇”的表达或结构资源。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0094,2651443,多模态语料,local-audio-demo,,但是因为吃的比较多吧,,而且它有皮毛,no,0,0,0,0,0,0,,,A谈吃得多，B转到皮毛属性，缺少稳定的相邻回应映射。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_after_final_sanity,1,high,A谈吃得多，B转到皮毛属性，缺少稳定的相邻回应映射，维持no。,no,0,0,0,0,0,0,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0095,2692964,文本对话,红楼梦,乙,婶娘那时怎样疼我了，如今就忘在九霄云外了。,丙,嗳呀，你是死了的人哪，怎么跑到这里来了呢！,no,0,0,0,0,0,0,,,B对人物出现表示惊讶，但没有复现或改造A中“疼我/忘了”的表达资源。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0096,2734147,文本对话,论语,孔子,师也过，商也不及,子贡,然则师愈与？,yes,1,0,1,0,0,0,师,师,B复现“师”，并围绕A对“师/商”的评价继续追问。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0097,2668887,日常对话,qingyun-11w,问,哈哈哈~丝车~,答,有什么好笑的,yes,0,0,1,0,0,0,哈哈哈,好笑,B把A的笑声作为追问对象，属于对前一话轮行为的选择性承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,medium,B把A的笑声作为追问对象，属于对前一话轮行为的选择性承接，保留yes。,yes,0,0,1,0,0,0,哈哈哈,好笑,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0098,2722905,文本对话,骆驼祥子,祥子,该走了！,老程,你说说，我到底还没明白是怎回子事！,yes,0,0,1,0,1,0,该走了,还没明白,B回应A的离开指令，并以“还没明白”为理由阻滞该行动，形成弱对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0099,2693890,访谈语料,china_interview,中国网,感谢孙主任为我们天然林的保护带来如此详尽的解读。也感谢各位网友收看！下期再会！ 2017-05-10 17:11:59,孙国吉,谢谢大家！ （责编/文字：韩琳；,yes,1,0,1,0,0,0,感谢,谢谢大家,B承接A的结束致谢语境，用“谢谢大家”完成相邻致谢回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,medium,B用“谢谢大家”回应A的结束致谢语境，属于礼貌程式上的语义复现与承接，保留yes但为弱共鸣。,yes,1,0,1,0,0,0,感谢,谢谢大家,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0100,2729770,文本对话,朱子语类,问者,昨日先生说：『程子谓：「其体则谓之易,朱子,心只是个动静感应而已。所谓『寂然不动，感而遂通』者是也。看那几个字，便见得,uncertain,0,0,?,0,0,0,昨日先生说,心只是个动静感应而已,B似乎承接A引用的学理话题继续解释，但A话轮文本截断严重，无法稳定判断核心机制。,A话轮明显截断，难以确认A/B之间的完整结构关系。,top30_reviewed,1,low,A话轮明显截断，B似乎承接学理话题继续解释，但无法稳定复原完整结构关系，保留uncertain。,uncertain,?,?,?,?,?,0,昨日先生说,心只是个动静感应而已,top30_reviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0101,2754133,网络回帖,tieba-305w,上帖,这种判点球的在英超已经越来越多了 不过看裁判不同吧,回帖,恩是我想错了 鸟说的那球肯定不会给,no,0,0,0,0,0,0,,,B表达自己想错了，但与A关于判点球和裁判差异的表述缺少可定位的复现或结构映射。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_after_final_sanity,1,medium,B虽表达“我想错了”，但与A关于判点球和裁判差异的表述缺少可定位复现或结构映射，维持no。,no,0,0,0,0,0,0,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0102,2736378,文本对话,世说新语,诸葛宏,朝廷何以徙我？,王夷甫,言卿狂逆。,yes,0,0,1,0,0,0,何以徙我,言卿狂逆,B以“言卿狂逆”填入A的“何以”原因槽位，属于问答填槽型弱共鸣。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B以“言卿狂逆”填入A的“何以”原因槽位，属于稳定的原因填槽型选择性承接，保留yes。,yes,0,0,1,0,0,0,何以徙我,言卿狂逆,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0103,2708852,文本对话,西游记,精细鬼,兄弟，拿葫芦来。,伶俐虫,你拿着的。天呀！怎么不见了？,yes,0,0,1,1,1,0,拿葫芦来,你拿着的 ||| 怎么不见了,B承接A要葫芦的指令，指出葫芦本应由A拿着且现在不见，形成修正和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B承接A要葫芦的指令，指出葫芦本应由A持有并已不见，形成修正和对比，保留yes。,yes,0,0,1,1,1,0,拿葫芦来,你拿着的 ||| 怎么不见了,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0104,2733996,文本对话,孟子,曹交,交得见于邹君，可以假馆，愿留而受业于门,孟子,夫道，若大路然，岂难知哉？人病不求耳。子归而求之，有余师,yes,0,0,1,0,1,0,愿留而受业于门,子归而求之,B回应A留学受业的请求，转而劝其归而求道，形成选择性承接和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0105,2735155,文本对话,朴通事,甲,好，好，饭汤休着冷了，等一会儿吃。如今便入里头去时，冻面皮都打破了，不中。你把那蜡壶瓶汕的干净着，控一控，且旋将酒来吃一盏。,乙,这酒忤秃怎麽吃？,yes,1,0,1,0,0,0,酒 ||| 吃,这酒 ||| 怎麽吃,B复现“酒/吃”，并将A的饮酒安排转化为追问。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0106,2737971,影视对白,subtitle-useless,,他回到队上了,,不敢相信他没告诉我,yes,1,0,1,0,0,0,他,他,B复现人物指称“他”，围绕其回队后未告知一事继续回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B复现人物指称“他”，围绕其回队后未告知继续回应，指称承接明确，保留yes。,yes,1,0,1,0,0,0,他,他,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0107,2677701,文本对话,雷雨,鲁大海,我在矿上干了两年，我没有变，我看你变了。,鲁四凤,你的话我有点不懂，你好像，有点像二少爷说话似的。,yes,0,0,1,0,0,0,我看你变了,你的话,B把A的整段话作为评价对象，属于对前一话轮言语内容的选择性承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0108,2695183,访谈语料,mfa_press,林剑,我不掌握你说的具体情况，请向主管部门了解。中伊关系友好，双方在国际法框架内开展正常合作，符合两国人民的共同利益。,《中国日报》记者,据一些西方媒体报道，17日，古巴圣地亚哥发生游行示威，一些民众就食品、能源短缺表达抗议。中方对此有何评论？,no,0,0,0,0,0,0,,,B提出新的外交问题，与A上一轮关于中伊关系的答复无稳定共鸣关系。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0109,2724626,文本对话,清平山堂话本,,【劭】：巨卿信土也，必然今日至矣。安肯误鸡黍之约！入门便见所许之物，足见我之持久。如候巨卿来而后宰之，不见我惓惓之意。,,【母】：吾儿之友，必是端士。,yes,0,0,1,0,0,0,巨卿,吾儿之友,B用“吾儿之友”指称A中等待的巨卿，并对其人品作评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0110,2993802,日常对话,chatterbot,,你想了解哪方面?,,你如何运作?,yes,0,1,1,0,0,0,哪方面,如何运作,B以“如何运作”填入A询问的“哪方面”开放槽位，属于填槽型回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B用“如何运作”填入A的“哪方面”开放槽位，属于填槽型问答共鸣，保留yes。,yes,0,1,1,0,0,0,哪方面,如何运作,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0111,2785026,网络回帖,贴吧回帖,上文,早就说过某些球迷是多么的可笑，赢一场就会叛变回去，输一场就各种怀念,回帖,真.破车迷,yes,0,0,1,0,0,0,某些球迷,破车迷,B用“破车迷”概括A中“某些球迷”的群体对象，属于选择性承接和评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B用“破车迷”概括A中“某些球迷”的群体对象，并继续评价，保留yes。,yes,0,0,1,0,0,0,某些球迷,破车迷,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0112,2700790,文本对话,水浒传,那汉,我说与你，惊得你呆了！,宋江,愿闻那两个好汉大名。,yes,0,0,1,0,0,0,我说与你,愿闻,B承接A“我说与你”的发话承诺，以“愿闻”请求继续说明。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0113,2734346,文本对话,老乞大,甲,小人是姑姑生的，他是舅舅生的。,乙,你两姨弟兄，是亲两姨那，是房亲两姨？,yes,0,0,1,0,0,1,姑姑生的 ||| 舅舅生的,两姨弟兄 ||| 亲两姨 ||| 房亲两姨,B将A中的亲属出生关系映射为“两姨”关系追问，具有亲属关系类比和选择性承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0114,3072133,日常对话,douban-multiturn-100w,甲,我也26没人管我,乙,那你不错我家里人急死了天天张罗我去相亲,yes,0,0,1,0,1,0,没人管我,我家里人急死了,B以自己家人催婚的相反处境回应A“没人管我”，形成选择性承接和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0115,2751216,日常对话,chatterbot-1k,,玩笑,,"你当你穿越一个坏的错误和罐头沙,你得到了什么？",no,0,0,0,0,0,0,,,B生成内容语义混乱，与A的“玩笑”没有稳定映射。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_after_final_sanity,1,high,B内容语义混乱，与A的“玩笑”没有稳定映射，维持no。,no,0,0,0,0,0,0,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0116,2719304,文本对话,平凡的世界,润叶,“因为我徐大爷说……”,田福军,“他说啥了？”,yes,1,0,1,0,0,0,说,他说啥了,B复现“说”，并追问A中“徐大爷说”的具体内容。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_after_final_sanity,1,high,B复现“说”，并追问A中“徐大爷说”的具体内容，属于稳定短答/追问型承接，维持yes。,yes,1,0,1,0,0,0,说,他说啥了,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0117,2723842,文本对话,唐传奇,美人,浑忘却。,颜浚,何人不欲斯言耶？,yes,0,0,1,0,0,0,浑忘却,斯言,B用“斯言”指回A的话语内容，并围绕其可欲性作评价。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,medium,B用“斯言”指回A的话语内容并继续评价，属于指示性承接，保留yes但置信度中等。,yes,0,0,1,0,0,0,浑忘却,斯言,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0118,2748488,日常对话,青云语料,问,你长的喔是大饼脸,答,菲菲是长在虚拟世界里的，你不可能知道我长啥样,yes,0,0,1,1,1,0,大饼脸,你不可能知道我长啥样,B承接A对外貌的评价，指出A不可能知道其长相，形成修正和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0119,2685269,文本对话,红楼梦,尤氏,既这样，我别处找吃的去。饿的我受不得了。,,【平】：奶奶请回来。这里有点心，且点补一点儿，回来再吃饭。,yes,1,0,1,0,0,0,找吃的 ||| 饿,点心 ||| 再吃饭,B承接A“饿/找吃的”的需求，提供点心和吃饭安排。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0120,2734171,文本对话,论语,孔子,足食，足兵，民信之矣,子贡,必不得已而去，于斯三者何先？,yes,1,1,1,0,0,0,足食，足兵，民信之矣,三者何先,B用“三者”概括A列举的三项，并追问优先顺序，形成选择性承接和结构对齐。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B用“三者”概括A列举的三项，并追问优先顺序，结构承接明确，保留yes。,yes,1,1,1,0,0,0,足食，足兵，民信之矣,三者何先,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0121,3055346,日常对话,qingyun-11w,问,哇…好快…甘祝你地幸福,答,等等哈，正吃着切糕呢,no,0,0,0,0,0,0,,,B转入自己正在吃切糕，与A祝福内容缺少可定位的结构或语义承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0122,2722757,文本对话,骆驼祥子,祥子,忙，年底下！,虎妞,我知道你这小子吃硬不吃软，跟你说好的算白饶！你当我怕谁是怎着？你打算怎样？你要是不愿意听我的，我正没工夫跟你费吐沫玩！说翻了的话，我会堵着你的宅门骂三天三夜！你上哪儿我也找得着！我还是不论秧子①！,yes,0,0,1,0,1,0,忙,没工夫,B以“没工夫”回应A的“忙”，并转入威胁式反驳，形成弱对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,medium,B以“没工夫”回应A的“忙”，并转入拒绝/威胁性回应，属于弱对比式承接，保留yes。,yes,0,0,1,0,1,0,忙,没工夫,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0123,2693891,访谈语料,china_interview,孙国吉,谢谢大家！ （责编/文字：韩琳；,主持,佟静；,no,0,0,0,0,0,0,,,B只是制作人员署名，非真实相邻对话回应。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0124,2728306,文本对话,朱子语类,味道,损者三乐,朱子,惟宴乐最可畏，所谓『宴安酖毒』是也,yes,1,0,1,0,0,0,三乐,宴乐,B复现“乐”，并选择其中“宴乐”展开解释。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,high,B复现“乐”，并选择A中的“三乐”之一继续解释，属于选择性承接，保留yes。,yes,1,0,1,0,0,0,三乐,宴乐,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0125,2702045,网络回帖,tieba-305w,上帖,哎呦，旺财,回帖,撒比么么哒,no,0,0,0,0,0,0,,,B只是辱骂式回应，未复用A的称呼或形成稳定结构映射。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0126,2735831,文本对话,世说新语,王丞相,令术劝酒,孔群,德非孔子，厄同匡人。虽阳和布气，鹰化为鸠，至于识者，犹憎其眼。,no,0,0,0,0,0,0,,,B的典故性陈述与A“令术劝酒”之间缺少可定位的词汇复现或结构承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0127,2715076,文本对话,西游记,如来,自那混沌分时，天开于子，地辟于丑，人生于寅，天地再交合，万物尽皆生。万物有走兽飞禽，走兽以麒麟为之长，飞禽以凤凰为之长。那凤凰又得交合之气，育生孔雀、大鹏。孔雀出世之时最恶，能吃人，四十五里路把人一口吸之。我在雪山顶上，修成丈六金身，早被他也把我吸下肚去。我欲从他便门而出，恐污真身，是我剖开他脊背，跨上灵山。欲伤他命，当被诸佛劝解，伤孔雀如伤我母，故此留他在灵山会上，封他做佛母孔雀大明王菩萨。大鹏与他是一母所生，故此有些亲处。,行者,如来，若这般比论，你还是妖精的外甥哩。,yes,0,0,1,0,1,1,一母所生 ||| 亲处,外甥,B根据A提供的亲属关系推出“外甥”关系，并以此反讽A，具有类比和对比。,,ai_assisted_unreviewed,0,,,,,,,,,,,,ai_assisted_unreviewed,0,,,,,,,,,,,,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
F300V1-0128,2733691,文本对话,孟子,孟子,王之好乐甚，则齐其庶几乎！今之乐犹古之乐也,庄暴,可得闻与？,yes,0,0,1,0,0,0,今之乐犹古之乐也,可得闻与,B承接A关于乐的论断，请求进一步听闻解释，属于弱选择性承接。,,ai_assisted_unreviewed,0,,,,,,,,,,,,round2_reviewed,1,medium,B承接A关于“今乐/古乐”的论断，请求进一步解释，属于弱选择性承接，保留yes。,yes,0,0,1,0,0,0,今之乐犹古之乐也,可得闻与,gold_candidate_v3_carried_from_v2,0,,,,,,,,,,,,0,,frozen_gold_v1,formal_300_v1_gold_candidate_v3,2026-06-21
